Id,Neighborhood,LotFrontage,LotArea,number of bedrooms,Street,Alley,OverallQual,OverallCond,Date,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,SquareFootage,Heating,HeatingQC,SaleType,SaleCondition,Price
1233,RL,70,9842,3,Pave,NA,4,5,1962,NA,NA,NA,0,NA,0,0,0,GasA,TA,WD,Normal,101800
1234,RL,NA,12160,3,Pave,NA,5,5,1959,TA,No,Rec,1000,Unf,0,188,1188,GasA,Fa,COD,Abnorml,142000
1235,RH,55,8525,3,Pave,NA,5,6,1911,TA,Av,Unf,0,Unf,0,940,940,GasA,TA,WD,Abnorml,130000
1236,RL,96,13132,3,Pave,NA,5,5,1914,TA,Mn,Unf,0,Unf,0,747,747,GasA,Gd,WD,Normal,138887
1237,RL,36,2628,3,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,WD,Normal,175500
1238,RL,41,12393,3,Pave,NA,7,5,2004,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,WD,Normal,195000
1239,RL,63,13072,2,Pave,NA,6,5,2005,TA,No,Unf,0,Unf,0,1141,1141,GasA,Ex,WD,Abnorml,142500
1240,RL,64,9037,2,Pave,NA,8,5,2006,TA,Av,GLQ,428,Unf,0,1048,1476,GasA,Ex,WD,Normal,265900
1241,RL,65,8158,3,Pave,NA,7,5,2003,TA,No,GLQ,550,Unf,0,334,884,GasA,Ex,WD,Normal,224900
1242,RL,83,9849,3,Pave,NA,7,6,2007,TA,Av,Unf,0,Unf,0,1689,1689,GasA,Ex,New,Partial,248328
1243,RL,85,10625,4,Pave,NA,7,6,1974,TA,Gd,GLQ,885,LwQ,168,0,1053,GasA,TA,WD,Family,170000
1244,RL,107,13891,2,Pave,NA,10,5,2006,Gd,Gd,GLQ,1386,Unf,0,690,2076,GasA,Ex,New,Partial,465000
1245,RL,NA,11435,3,Pave,NA,8,7,1929,TA,No,Unf,0,Unf,0,792,792,GasA,Fa,WD,Normal,230000
1246,RL,78,12090,3,Pave,NA,6,7,1984,TA,No,Unf,0,Unf,0,585,585,GasA,Ex,WD,Abnorml,178000
1247,FV,65,8125,2,Pave,NA,7,5,2005,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,New,Partial,186500
1248,RL,NA,12328,3,Pave,NA,6,5,1976,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,WD,Normal,169900
1249,RM,60,9600,3,Pave,Grvl,6,5,1917,TA,No,Rec,319,Unf,0,416,735,OthW,Fa,WD,Normal,129500
1250,RL,60,7200,3,Pave,NA,5,7,1950,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,WD,Normal,119000
1251,RL,93,11160,3,Pave,NA,7,5,1968,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,WD,Normal,244000
1252,RL,NA,3136,3,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,WD,Normal,171750
1253,RL,62,9858,1,Pave,NA,5,6,1968,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,WD,Normal,130000
1254,RL,NA,17542,2,Pave,NA,7,7,1974,TA,Gd,LwQ,125,ALQ,1031,36,1192,GasA,TA,WD,Normal,294000
1255,RL,60,6931,2,Pave,NA,7,5,2003,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,WD,Normal,165400
1256,RM,52,6240,2,Pave,NA,6,6,1931,Fa,No,LwQ,425,Unf,0,459,884,GasA,TA,WD,Normal,127500
1257,RL,91,14303,3,Pave,NA,8,5,1994,TA,Gd,GLQ,1314,Unf,0,672,1986,GasA,Ex,WD,Normal,301500
1258,RL,56,4060,3,Pave,NA,5,8,1922,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,WD,Normal,99900
1259,RL,59,9587,2,Pave,NA,7,5,2005,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,WD,Normal,190000
1260,RL,65,,3,Pave,NA,6,8,1969,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,WD,Normal,151000
1261,RL,NA,24682,3,Pave,NA,6,5,1999,TA,No,Unf,0,Unf,0,841,841,GasA,Ex,WD,Normal,181000
1262,RL,80,9600,4,Pave,NA,5,6,1956,TA,No,Rec,504,Unf,0,546,1050,GasA,Gd,WD,Normal,128900
1263,RL,NA,11250,2,Pave,NA,4,5,1957,TA,Av,Unf,0,Unf,0,1104,1104,GasA,Ex,WD,Normal,161500
1264,RL,60,13515,3,Pave,Pave,6,6,1919,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,WD,Normal,180500
1265,RH,34,4060,3,Pave,NA,6,5,1998,TA,No,GLQ,266,Unf,0,1139,1405,GasA,Ex,COD,Abnorml,181000
1266,FV,35,3735,3,Pave,NA,7,5,1999,TA,No,GLQ,450,Unf,0,241,691,GasA,Ex,WD,Normal,183900
1267,RM,60,10120,3,Pave,NA,7,4,1910,TA,No,Unf,0,Unf,0,925,925,GasA,TA,WD,Normal,122000
1268,RL,89,13214,3,Pave,NA,9,5,2008,TA,Gd,Unf,0,Unf,0,2002,2002,GasA,Ex,WD,Normal,378500
1269,RL,NA,14100,4,Pave,NA,8,9,1935,TA,Mn,Rec,192,Unf,0,536,728,GasA,Ex,WD,Normal,381000
1270,RL,78,11344,3,Pave,NA,5,5,1958,TA,No,BLQ,460,Unf,0,414,874,GasW,TA,WD,Normal,144000
1271,RL,NA,23595,2,Pave,NA,7,6,1979,TA,Gd,GLQ,1258,Unf,0,74,1332,GasA,TA,WD,Normal,260000
1272,RL,NA,9156,2,Pave,NA,6,7,1968,TA,No,Unf,0,Unf,0,1489,1489,GasA,Gd,WD,Normal,185750
1273,RL,NA,13526,3,Pave,NA,5,6,1965,TA,No,BLQ,560,LwQ,375,0,935,GasA,TA,WD,Normal,137000
1274,RL,124,11512,2,Pave,NA,6,7,1959,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,WD,Normal,177000
1275,RL,53,5362,3,Pave,NA,5,6,1910,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,WD,Normal,139000
1276,RL,95,11345,3,Pave,NA,5,5,1948,TA,No,Rec,220,Unf,0,708,928,GasA,Gd,WD,Normal,137000
1277,RL,NA,12936,2,Pave,NA,6,6,1972,Gd,No,BLQ,593,Unf,0,130,723,GasA,TA,WD,Normal,162000
1278,RL,NA,17871,4,Pave,NA,6,5,1967,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,WD,Normal,197900
1279,RL,75,9473,3,Pave,NA,8,5,2002,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,WD,Normal,237000
1280,C (all),60,7500,2,Pave,NA,4,4,1920,TA,No,Unf,0,Unf,0,698,698,GasA,TA,COD,Abnorml,68400
1281,RL,67,9808,3,Pave,NA,7,5,2002,TA,No,GLQ,788,Unf,0,785,1573,GasA,Ex,WD,Normal,227000
1282,RL,50,8049,3,Pave,NA,7,5,1990,TA,No,ALQ,1053,Unf,0,256,1309,GasA,TA,WD,Normal,180000
1283,RL,61,8800,3,Pave,NA,5,7,1977,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,WD,Normal,150500
1284,RL,94,9400,3,Pave,NA,6,5,1971,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,WD,Normal,139000
1285,RL,50,9638,3,Pave,NA,6,7,1919,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,WD,Normal,169000
1286,RM,50,6000,2,Pave,NA,6,6,1939,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,WD,Normal,132500
1287,RL,NA,9790,2,Pave,NA,6,5,1963,TA,No,ALQ,569,Rec,81,678,1328,GasA,TA,WD,Normal,143000
1288,RL,NA,36500,3,Pave,NA,5,5,1964,TA,Av,Rec,812,Unf,0,812,1624,GasA,Fa,WD,Normal,190000
1289,RL,40,5664,2,Pave,NA,8,5,2000,TA,No,GLQ,1158,Unf,0,343,1501,GasA,Ex,WD,Normal,278000
1290,RL,86,11065,3,Pave,NA,8,5,2006,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,Ex,New,Partial,281000
1291,RL,NA,14112,2,Pave,NA,5,7,1964,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,WD,Normal,180500
1292,RM,21,1680,3,Pave,NA,5,7,1972,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,WD,Normal,119500
1293,RM,60,6600,2,Pave,NA,5,4,1892,TA,No,Unf,0,Unf,0,994,994,GasA,TA,WD,Normal,107500
1294,RL,78,10140,5,Pave,NA,7,5,1976,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,WD,Normal,162900
1295,RL,60,8172,3,Pave,NA,5,7,1955,TA,No,Rec,167,Unf,0,697,864,GasA,TA,WD,Normal,115000
1296,RL,70,8400,2,Pave,NA,5,5,1968,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,WD,Normal,138500
1297,RL,80,8700,2,Pave,NA,5,6,1963,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,WD,Normal,155000
1298,RM,35,3675,1,Pave,NA,6,5,2005,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,New,Partial,140000
1299,RL,313,63887,3,Pave,NA,10,5,2008,TA,Gd,GLQ,5644,Unf,0,466,6110,GasA,Ex,New,Partial,160000
1300,RL,75,7500,4,Pave,NA,5,7,1959,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,WD,Normal,154000
1301,RL,NA,10762,3,Pave,NA,7,5,1999,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,WD,Normal,225000
1302,RL,NA,7500,3,Pave,NA,6,7,1942,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,WD,Normal,177500
1303,RL,92,10120,3,Pave,NA,8,5,1994,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,WD,Normal,290000
1304,RL,73,8688,2,Pave,NA,7,5,2005,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,WD,Normal,232000
1305,RM,32,,3,Pave,NA,7,5,2004,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,WD,Normal,130000
1306,RL,108,13173,3,Pave,NA,9,5,2006,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,WD,Normal,325000
1307,RL,48,6955,2,Pave,NA,7,5,2005,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,New,Partial,202500
1308,RL,60,8072,4,Pave,NA,5,5,1994,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,WD,Normal,138000
1309,RM,100,12000,3,Pave,NA,5,7,1948,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,WD,Normal,147000
1310,RL,NA,7153,3,Pave,NA,6,5,1991,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,WD,Normal,179200
1311,RL,100,17500,3,Pave,NA,7,8,1959,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,WD,Normal,335000
1312,RL,68,8814,3,Pave,NA,7,5,2005,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,New,Partial,203000
1313,RL,NA,9572,5,Pave,NA,8,5,1990,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,WD,Normal,302000
1314,RL,108,14774,3,Pave,NA,9,5,1999,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,WD,Normal,333168
1315,RL,60,8190,4,Pave,NA,4,6,1954,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,WD,Normal,119000
1316,RL,85,11075,3,Pave,NA,6,5,1969,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,WD,Normal,206900
1317,RL,61,10226,4,Pave,NA,8,5,2008,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,WD,Normal,295493
1318,FV,47,4230,2,Pave,Pave,7,5,2006,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,New,Partial,208900
1319,RL,NA,14781,4,Pave,NA,8,5,2001,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,WD,Normal,275000
1320,RL,75,10215,2,Pave,NA,4,5,1954,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,WD,Normal,111000
1321,RL,70,8400,2,Pave,NA,6,3,1957,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,WD,Normal,156500
1322,RL,NA,6627,2,Pave,NA,3,6,1949,NA,NA,NA,0,NA,0,0,0,Floor,TA,WD,Normal,72500
1323,RL,107,10186,2,Pave,NA,7,5,1992,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,WD,Normal,190000
1324,RL,50,,3,Pave,NA,4,7,1940,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,WD,Normal,82500
1325,RL,75,9986,5,Pave,NA,8,5,2006,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,New,Partial,147000
1326,RM,40,3636,1,Pave,NA,4,4,1922,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,WD,Normal,55000
1327,RH,70,4270,3,Pave,NA,3,6,1931,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,WD,Normal,79000
1328,RL,60,6600,2,Pave,NA,5,9,1982,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,WD,Normal,130500
1329,RM,60,10440,5,Pave,Grvl,6,7,1920,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,WD,Normal,256000
1330,RL,63,9084,2,Pave,NA,7,5,1998,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,WD,Normal,176500
1331,RL,85,10000,3,Pave,NA,8,5,2006,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,WD,Normal,227000
1332,RL,55,10780,2,Pave,NA,5,5,1976,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,WD,Normal,132500
1333,RL,67,8877,2,Pave,NA,4,6,1938,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,WD,Normal,100000
1334,RM,60,7200,3,Pave,NA,5,6,1938,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,WD,Normal,125500
1335,RM,24,2368,3,Pave,NA,5,6,1970,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,WD,Normal,125000
1336,RL,80,9650,2,Pave,NA,6,5,1977,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,WD,Normal,167900
1337,RL,87,9246,5,Pave,NA,5,5,1973,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,WD,Normal,135000
1338,RM,153,4118,3,Pave,Grvl,4,4,1941,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,WD,Normal,52500
1339,RL,95,13450,3,Pave,NA,7,5,2002,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,WD,Normal,200000
1340,RL,120,9560,2,Pave,NA,5,7,1972,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,WD,Normal,128500
1341,RL,70,8294,3,Pave,NA,4,5,1971,TA,No,Unf,0,Unf,0,858,858,GasA,TA,WD,Normal,123000
1342,RL,66,13695,3,Pave,NA,6,5,2003,TA,No,GLQ,814,Unf,0,300,1114,GasA,Ex,WD,Normal,155000
1343,RL,NA,9375,4,Pave,NA,8,5,2002,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,WD,Normal,228500
1344,RL,57,7558,3,Pave,NA,6,6,1928,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,WD,Normal,177000
1345,RL,85,11103,2,Pave,NA,7,5,2006,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,New,Partial,155835
1346,RM,50,6000,2,Pave,NA,4,4,1920,TA,No,ALQ,250,Unf,0,710,960,GasA,Gd,WD,Normal,108500
1347,RL,NA,20781,2,Pave,NA,7,7,1968,TA,No,BLQ,297,Rec,68,1203,1568,GasA,TA,WD,Normal,262500
1348,RL,93,,3,Pave,NA,8,5,2006,TA,Gd,GLQ,80,Unf,0,1652,1732,GasA,Ex,New,Partial,283463
1349,RL,NA,16196,2,Pave,NA,7,5,1998,TA,Gd,GLQ,1443,Unf,0,39,1482,GasA,Ex,WD,Normal,215000
1350,RM,50,5250,3,Pave,Pave,8,5,1872,Fa,No,LwQ,259,Unf,0,425,684,OthW,Fa,WD,Normal,122000
1351,RL,91,11643,3,Pave,NA,5,5,1969,TA,No,LwQ,500,Unf,0,748,1248,GasA,TA,WD,Normal,200000
1352,RL,70,9247,3,Pave,NA,6,6,1962,TA,No,Rec,319,Unf,0,539,858,GasA,Ex,WD,Normal,171000
1353,RM,50,6000,6,Pave,NA,6,9,1937,TA,No,Unf,0,Unf,0,698,698,GasA,TA,WD,Normal,134900
1354,RL,56,14720,6,Pave,NA,8,5,1995,TA,Av,GLQ,816,Unf,0,1217,2033,GasA,Ex,WD,Normal,410000
1355,RL,NA,10316,2,Pave,NA,7,5,2000,TA,No,GLQ,735,Unf,0,257,992,GasA,Ex,WD,Normal,235000
1356,RL,102,10192,2,Pave,NA,7,6,1968,TA,No,Unf,0,Unf,0,570,570,GasA,Gd,WD,Normal,170000
1357,RL,NA,9477,1,Pave,NA,5,5,1966,TA,No,Rec,340,Unf,0,524,864,GasA,TA,WD,Normal,110000
1358,RL,NA,12537,2,Pave,NA,5,6,1971,TA,No,GLQ,734,Unf,0,344,1078,GasA,Ex,WD,Normal,149900
1359,FV,NA,2117,2,Pave,NA,6,5,2000,TA,No,GLQ,378,Unf,0,378,756,GasA,Ex,WD,Normal,177500
1360,RL,129,16737,3,Pave,NA,9,5,2004,TA,Av,GLQ,1447,Unf,0,533,1980,GasA,Ex,WD,Normal,315000
1361,RL,51,9842,3,Pave,NA,5,6,1921,Fa,No,Unf,0,Unf,0,612,612,GasA,Ex,WD,Normal,189000
1362,RL,124,16158,4,Pave,NA,7,5,2005,TA,Av,ALQ,1274,Unf,0,256,1530,GasA,Ex,WD,Normal,260000
1363,RL,NA,12513,5,Pave,NA,4,4,1920,Fa,No,Unf,0,Unf,0,715,715,GasA,Gd,WD,Normal,104900
1364,RL,73,8499,3,Pave,NA,6,5,2006,TA,No,Unf,0,Unf,0,616,616,GasA,Ex,New,Partial,156932
1365,FV,30,3180,3,Pave,Pave,7,5,2005,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,WD,Abnorml,144152
1366,FV,NA,7500,3,Pave,NA,7,5,2000,TA,No,GLQ,533,Unf,0,281,814,GasA,Ex,WD,Normal,216000
1367,RL,68,9179,5,Pave,NA,7,5,1999,TA,No,GLQ,633,Unf,0,240,873,GasA,Ex,WD,Abnorml,193000
1368,RM,41,2665,4,Pave,NA,5,6,1977,TA,No,ALQ,548,Rec,173,36,757,GasA,Ex,WD,Normal,127000
1369,RM,NA,4435,2,Pave,NA,6,5,2003,TA,Av,GLQ,685,Unf,0,163,848,GasA,Ex,WD,Normal,144000
1370,RL,48,10635,3,Pave,NA,8,5,2003,TA,Av,BLQ,370,GLQ,972,315,1657,GasA,Ex,WD,Normal,232000
1371,RL,90,5400,2,Pave,NA,4,6,1920,TA,No,ALQ,315,Rec,105,420,840,GasA,Ex,WD,Normal,105000
1372,RL,80,9600,3,Pave,NA,6,6,1955,TA,Av,BLQ,831,Unf,0,161,992,GasA,Gd,WD,Normal,165500
1373,RL,75,9750,2,Pave,NA,7,6,1998,TA,Av,GLQ,975,Unf,0,133,1108,GasA,Ex,WD,Normal,274300
1374,RL,NA,11400,3,Pave,NA,10,5,2001,TA,Gd,GLQ,1282,Unf,0,1351,2633,GasA,Ex,WD,Normal,466500
1375,FV,85,10625,3,Pave,NA,7,5,2005,TA,No,Unf,0,Unf,0,1026,1026,GasA,Ex,WD,Normal,250000
1376,RL,89,10991,3,Pave,NA,8,5,2007,TA,Gd,Unf,0,Unf,0,1571,1571,GasA,Ex,New,Partial,239000
1377,RL,52,6292,3,Pave,NA,6,5,1930,TA,Mn,Rec,384,Unf,0,384,768,GasA,TA,WD,Normal,91000
1378,RL,60,10998,3,Pave,Grvl,5,5,1941,TA,No,LwQ,408,BLQ,420,156,984,GasA,Ex,WD,Normal,117000
1379,RM,21,1953,3,Pave,NA,6,5,1973,Fa,No,BLQ,309,Unf,0,174,483,GasA,TA,WD,Normal,83000
1380,RL,73,,3,Pave,NA,5,5,2006,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,WD,Normal,167500
1381,RL,45,8212,3,Pave,Grvl,3,3,1914,Fa,No,Rec,203,Unf,0,661,864,GasA,TA,WD,Normal,58500
1382,RL,NA,12925,3,Pave,NA,6,7,1970,TA,Mn,BLQ,865,Unf,0,340,1205,GasA,Ex,WD,Normal,237500
1383,RM,60,7200,3,Pave,NA,7,7,1920,TA,No,Unf,0,Unf,0,596,596,GasA,Ex,WD,Normal,157000
1384,RL,NA,25339,3,Pave,NA,5,7,1918,TA,No,Unf,0,Unf,0,816,816,GasA,Ex,WD,Normal,112000
1385,RL,60,9060,3,Pave,NA,6,5,1939,TA,Mn,Rec,204,Unf,0,356,560,GasA,TA,WD,Normal,105000
1386,RM,40,5436,3,Pave,NA,4,8,1922,TA,No,BLQ,735,Unf,0,61,796,GasA,Gd,WD,Normal,125500
1387,RL,80,16692,3,Pave,NA,7,5,1978,TA,No,BLQ,790,LwQ,469,133,1392,GasA,TA,WD,Normal,250000
1388,RM,60,8520,1,Pave,Grvl,6,7,1916,TA,No,Rec,168,LwQ,546,0,714,GasW,TA,CWD,Family,136000
1389,RL,42,14892,4,Pave,NA,9,5,2006,TA,Gd,GLQ,1320,Unf,0,426,1746,GasA,Ex,WD,Normal,377500
1390,RM,60,6000,3,Pave,NA,6,6,1941,Gd,No,ALQ,375,Unf,0,360,735,GasA,Ex,WD,Normal,131000
1391,RL,70,9100,4,Pave,NA,7,5,2000,TA,Av,GLQ,1400,Unf,0,125,1525,GasA,Ex,WD,Normal,235000
1392,RL,65,8944,3,Pave,NA,5,5,1967,TA,No,Unf,0,Unf,0,1584,1584,GasA,TA,WD,Normal,124000
1393,RL,68,7838,4,Pave,NA,5,5,1967,TA,Av,ALQ,769,Unf,0,95,864,GasA,TA,WD,Normal,123000
1394,RM,60,10800,1,Pave,Pave,6,7,1905,TA,No,Unf,0,Unf,0,482,482,GasA,Ex,WD,Normal,163000
1395,RL,53,4045,3,Pave,NA,7,5,2006,TA,Av,GLQ,1070,Unf,0,286,1356,GasA,Ex,New,Partial,246578
1396,RL,88,12665,3,Pave,NA,8,5,2005,Gd,Gd,Unf,0,Unf,0,1094,1094,GasA,Ex,WD,Normal,281213
1397,RL,NA,57200,3,Pave,NA,5,5,1948,TA,Av,BLQ,353,Rec,334,60,747,GasA,TA,WD,Normal,160000
1398,RM,51,6120,3,Pave,NA,5,8,1920,TA,Mn,Unf,0,Unf,0,939,939,GasA,Ex,WD,Normal,137500
1399,RL,60,7200,3,Pave,NA,5,4,1950,TA,No,Rec,180,BLQ,352,676,1208,GasA,Gd,WD,Normal,138000
1400,RL,51,6171,4,Pave,NA,6,6,1925,TA,No,BLQ,264,Unf,0,712,976,GasA,Ex,WD,Normal,137450
1401,RM,50,6000,2,Pave,NA,6,7,1929,TA,No,Unf,0,Unf,0,862,862,GasA,TA,WD,Normal,120000
1402,RL,62,7415,3,Pave,NA,6,5,2004,TA,No,GLQ,759,Unf,0,80,839,GasA,Ex,WD,Normal,193000
1403,RL,64,6762,2,Pave,NA,7,5,2006,Gd,Av,Unf,0,Unf,0,1286,1286,GasA,Ex,New,Partial,193879
1404,RL,49,15256,3,Pave,NA,8,5,2007,TA,Gd,GLQ,929,Unf,0,556,1485,GasA,Ex,WD,Normal,282922
1405,RL,60,10410,2,Pave,Grvl,3,4,1915,TA,No,Unf,0,Unf,0,672,672,GasA,TA,WD,Family,105000
1406,RM,44,3842,3,Pave,NA,8,5,2004,TA,Gd,GLQ,1373,Unf,0,221,1594,GasA,Ex,WD,Normal,275000
1407,RL,70,8445,3,Pave,NA,5,7,1972,TA,Av,GLQ,656,Unf,0,112,768,GasA,TA,WD,Normal,133000
1408,RL,NA,8780,3,Pave,NA,5,5,1985,TA,No,ALQ,625,Unf,0,208,833,GasA,Ex,WD,Normal,112000
1409,RM,60,7740,4,Pave,NA,4,7,1910,TA,No,Unf,0,Unf,0,622,622,GasA,Gd,WD,Normal,125500
1410,RL,46,20544,3,Pave,NA,7,6,1986,TA,No,Unf,0,Unf,0,791,791,GasA,Gd,WD,Normal,215000
1411,RL,79,12420,3,Pave,NA,7,5,2001,TA,No,GLQ,666,Unf,0,278,944,GasA,Ex,WD,Normal,230000
1412,RL,80,9600,1,Pave,NA,6,8,1950,TA,No,BLQ,120,Unf,0,736,856,GasA,Ex,WD,Normal,140000
1413,RL,60,7200,3,Pave,NA,4,5,1949,NA,NA,NA,0,NA,0,0,0,Wall,Fa,WD,Normal,90000
1414,RL,88,10994,3,Pave,NA,8,5,2005,Gd,No,GLQ,976,Unf,0,868,1844,GasA,Ex,COD,Abnorml,257000
1415,RL,64,13053,3,Pave,Pave,6,7,1923,TA,No,Unf,0,Unf,0,833,833,GasA,Gd,WD,Normal,207000
1416,RL,51,3635,3,Pave,NA,7,5,2007,TA,No,ALQ,988,Unf,0,398,1386,GasA,Ex,WD,Normal,175900
1417,RM,60,11340,3,Pave,NA,4,6,1885,TA,No,Unf,0,Unf,0,777,777,GasA,Gd,WD,Normal,122500
1418,RL,NA,16545,4,Pave,NA,8,5,1998,TA,Mn,GLQ,781,Unf,0,503,1284,GasA,Ex,WD,Normal,340000
1419,RL,71,9204,3,Pave,NA,5,5,1963,TA,No,BLQ,25,Rec,872,247,1144,GasA,TA,COD,Normal,124000
1420,RL,NA,16381,4,Pave,NA,6,5,1969,TA,Av,Rec,1110,Unf,0,734,1844,GasA,Gd,WD,Normal,223000
1421,RL,90,,3,Pave,NA,6,6,1968,TA,No,ALQ,404,Unf,0,304,708,GasA,Gd,WD,Normal,179900
1422,RL,53,4043,2,Pave,NA,6,5,1977,TA,No,ALQ,360,Unf,0,709,1069,GasA,TA,WD,Normal,127500
1423,RM,37,4435,4,Pave,NA,6,5,2003,TA,Av,GLQ,686,Unf,0,162,848,GasA,Ex,WD,Normal,136500
1424,RL,NA,19690,3,Pave,NA,6,7,1966,TA,Av,Unf,0,Unf,0,697,697,GasA,TA,WD,Alloca,274970
1425,RL,NA,9503,3,Pave,NA,5,5,1958,TA,No,ALQ,457,Rec,374,193,1024,GasA,TA,WD,Normal,144000
1426,RL,80,10721,4,Pave,NA,6,6,1959,TA,No,Unf,0,Unf,0,1252,1252,GasA,Ex,WD,Normal,142000
1427,RL,81,10944,2,Pave,NA,7,5,1994,TA,No,GLQ,1000,Unf,0,223,1223,GasA,Ex,WD,Normal,271000
1428,RL,60,10930,3,Pave,Grvl,5,6,1945,TA,No,BLQ,580,Unf,0,333,913,GasA,TA,WD,Normal,140000
1429,RM,60,7200,2,Pave,NA,5,7,1940,TA,No,BLQ,510,Unf,0,278,788,GasA,TA,WD,Abnorml,119000
1430,RL,NA,12546,2,Pave,NA,6,7,1981,TA,No,BLQ,678,Unf,0,762,1440,GasA,Ex,WD,Normal,182900
1431,RL,60,21930,4,Pave,NA,5,5,2005,Gd,Av,Unf,0,Unf,0,732,732,GasA,Ex,WD,Normal,192140
1432,RL,NA,4928,2,Pave,NA,6,6,1976,TA,No,LwQ,958,Unf,0,0,958,GasA,TA,WD,Normal,143750
1433,RL,60,10800,4,Pave,Grvl,4,6,1927,TA,No,Unf,0,Unf,0,656,656,GasA,TA,WD,Normal,64500
1434,RL,93,10261,2,Pave,NA,6,5,2000,TA,No,Unf,0,Unf,0,936,936,GasA,Ex,WD,Normal,186500
1435,RL,80,17400,2,Pave,NA,5,5,1977,TA,No,ALQ,936,Unf,0,190,1126,GasA,Fa,WD,Normal,160000
1436,RL,80,8400,2,Pave,NA,6,9,1962,TA,No,Unf,0,Unf,0,1319,1319,GasA,TA,COD,Abnorml,174000
